A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
79.35778896,60.70104068,83.72999569,65.98827818,76.28578526,38.66383437,5.277774673,16.17472398,21.19340815,25,19.39321387,22.13019111,17.66732643,0,0,1,1,0,1,0
83.49364751,73.68092886,89.81691252,81.4458567,77.24727765,42.98508247,14.26862455,12.1206375,22.94891633,25,25,17.50822119,15.08101842,1,1,1,1,0,0,1
89.96245654,82.333389,88.29034262,74.00574226,77.13575506,22.42783334,29.55811184,13.54435794,21.31467533,16.34352552,16.59047864,13.35182782,12.84019858,1,1,0,1,1,0,1
70.9511621,89.65630711,88.06167849,77.55291439,77.17966082,5.740896637,15.6682274,21.53193363,12.11430661,10.56659707,10.74085306,16.13835577,25,0,0,0,0,0,0,0
73.78587415,47.65149596,79.88868887,71.46063691,83.47923101,17.63873115,17.08696254,8.012510322,16.44221081,12.95256299,17.61455135,16.43540139,22.0188395,0,0,1,1,0,1,0
85.78969375,72.778751,76.41186324,72.58188179,78.26422423,21.32331933,10.82489151,18.24434188,8.07071028,10.25440364,25,18.43167327,14.75224774,0,1,0,1,0,1,0
78.72774871,100,93.28854322,79.37492217,81.81592941,38.66060342,30,10.13257056,14.664691,14.84640086,15.14386518,20.05132136,21.75914757,1,0,1,0,0,0,1
100,80.21064119,83.74458156,84.07830319,77.53337037,34.86591538,2.208594336,13.67230523,8.120691008,25,18.73391685,25,17.96964432,0,0,0,1,1,1,1
98.88397139,84.79124507,95.20417933,72.11531022,71.36384184,43.73005965,11.53359364,11.54067014,19.84553024,25,25,23.54684204,10.54923902,0,0,0,0,0,0,0
69.66876018,77.41144169,79.76497811,81.94562039,73.12868764,46.13085521,14.76184002,17.60273307,10.07056746,11.05296759,11.71499782,22.16406283,9.389496967,0,1,1,0,1,0,1
93.43547965,51.09445307,72.38760669,76.71382168,83.32280703,27.49880273,17.57375586,10.19471074,6.433300715,19.82600153,5.994026581,25,22.00623746,0,1,1,0,0,1,0
83.52284006,58.48562495,87.34440865,78.65530858,68.81090428,45.58571137,15.53185277,17.08674845,20.73752279,25,22.1899911,18.40465941,18.80443095,1,1,1,0,1,0,1
94.59468692,70.48413002,91.16148144,76.7444849,78.80842362,17.72596835,20.18537148,24.60306143,12.91557309,16.00623545,22.1879529,20.42827003,17.12051662,1,0,0,0,0,0,0
78.75682803,92.05655296,80.05161729,81.89570443,79.35288237,27.83189757,2.770373448,24.09194348,20.49385216,25,25,22.80374773,19.90485718,0,1,1,1,0,0,0
82.64380066,72.64315107,89.62548686,75.99477137,82.93802629,36.83908415,20.04749477,11.1927878,15.10031037,20.01766473,15.83499257,16.0294278,16.23053868,1,0,0,1,0,1,1
85.24459344,74.07680723,96.74990999,82.67341734,78.81983069,44.94569777,17.53576858,11.75594985,15.34309563,6.893450237,19.49907751,20.8782716,12.45107361,0,1,0,0,0,1,0
76.42287739,64.61483402,99.22867078,79.50103001,74.33512222,40.62358865,24.04482392,19.00355857,15.36365549,16.75818054,16.28385644,23.58424385,10.67218699,1,0,0,0,0,1,0
76.85724532,71.82823485,96.07065395,83.768331,73.40810069,28.65390464,7.851688271,17.50449729,16.50108304,21.02877965,13.33009587,13.50051692,25,1,1,1,0,1,0,0
70.98679133,97.82152979,85.45967671,75.99662066,74.40744447,41.38720892,15.5070295,15.20335585,22.44970207,6.918100274,9.734102486,20.4835393,15.15000835,1,1,1,1,0,0,1
69.98005849,76.33998615,81.38889772,69.38975998,80.24066383,23.67488538,0,20.8728429,5.055443774,25,21.89069455,17.44589107,13.47679677,0,1,0,0,1,0,0
77.11357357,82.45025662,78.69811349,75.89921456,83.21358079,14.71944911,30,12.55555243,17.13992721,17.79140614,25,24.41565368,19.01541342,0,0,0,1,1,1,1
92.06493399,92.58457318,91.88900759,82.42252011,75.83186257,31.73468488,9.822006879,10.44232362,15.97644073,25,25,19.04692991,16.79939513,1,1,1,1,0,0,0
70.73321175,65.69945757,80.26144815,85.27889767,82.99811534,16.08847754,10.88851222,23.20739102,12.4885693,20.22324405,22.55342071,19.60584475,21.24242072,1,1,0,0,0,1,0
84.9672733,69.0549414,92.53998749,75.27055676,79.11067746,44.01830104,18.9859349,12.42553729,13.04124393,15.12466759,21.52593026,19.51909567,15.28161113,1,1,0,0,1,0,0
75.16981109,85.56716618,80.94567321,85.42788325,82.35604623,33.62366739,16.16450017,20.86791296,15.58576475,13.4083398,25,15.28957459,20.49079552,0,1,0,1,0,0,1
79.30150479,89.98775067,83.95654155,82.71281188,73.47686034,22.16559012,24.39009475,22.4134567,18.99995255,23.19926451,13.38827164,12.90986166,15.00437557,0,1,0,0,0,0,0
97.41418439,67.35495862,85.53904295,90.11737642,88.50158411,48.81475333,12.30418497,6.885547945,16.4090845,22.18618173,25,19.84341828,9.999968025,1,0,1,1,1,1,1
79.37925286,70.95285628,80.90885334,71.68686233,82.33336934,31.08173262,30,19.35694417,4.276465099,21.11357395,15.56545471,21.94125678,15.0904737,0,0,0,1,1,1,1
88.30911046,85.00222668,78.1154373,84.68600341,80.3649564,30.0066694,14.04256856,19.06573311,17.70647416,25,18.40775103,12.94476752,18.47304663,0,0,1,1,0,1,0
70.5946764,77.89411636,89.56184364,79.22368514,80.07631626,27.73636902,28.46971882,23.06433211,18.49089436,21.05186807,25,20.5467093,8.575522043,0,1,0,1,1,0,1
80.17049377,79.60253107,100,76.48813736,77.20681372,35.2350824,12.65963463,11.01110512,18.68030922,25,19.75160337,21.11718457,18.16876262,1,0,1,0,1,1,1
80.61018417,80.86064055,80.29907108,70.42611582,82.29901839,18.3224026,13.72196849,9.978975768,18.14899607,21.18171283,17.78765113,18.47767598,18.30797984,0,1,1,0,1,0,0
89.54663042,90.26137961,85.36065987,81.28505113,78.91267319,37.93601206,7.91847433,14.49141264,15.53449389,13.40853446,15.40994356,17.21791012,25,0,1,1,0,1,0,1
88.9171197,93.12177732,90.96164514,78.22596176,80.32189194,34.72372886,26.56943422,18.27189657,11.65796855,11.82837548,13.81580677,11.9950254,16.39224465,0,1,0,0,0,0,0
66.37038275,64.86774559,91.06315813,73.83366078,87.76255047,19.82614977,24.29159034,14.33666894,10.72218158,23.436879,14.6483716,21.02638512,25,1,0,0,0,1,0,0
83.01595348,55.54793485,80.73755515,78.30532591,80.63469186,45.2475183,5.672394783,3.92378872,13.54204006,25,11.28924732,25,18.20952148,1,0,1,1,0,0,1
74.82037346,87.1419105,81.37575814,65.56518553,72.17453345,20.79827067,24.37390964,16.99755495,23.93133694,25,18.62061844,16.21143476,15.77308687,1,1,0,1,1,1,1
84.96207562,59.97316906,100,63.25407801,84.90266313,35.30001525,19.08242481,21.7587664,9.061932698,16.70850731,18.44292519,24.48864944,19.81583745,0,0,1,0,1,0,0
74.5593366,76.51276595,89.05462893,77.72852582,80.35523434,37.00854139,21.15670583,15.90044333,14.25463149,13.81579631,20.4360445,18.32955934,14.06127999,0,1,1,0,0,1,1
74.85430572,76.13660719,83.95676266,73.11969334,72.52760773,28.75466297,30,2.725164126,23.25642419,5.627308558,25,11.8014606,17.51374425,0,1,1,1,0,0,1
81.7348317,86.53503,96.12567389,80.15173489,76.07552337,33.68903011,18.16289169,13.8620776,9.709478483,15.76258591,24.90844907,15.94324035,9.167946906,1,1,1,0,1,1,1
72.17830078,53.4533576,74.94532007,77.2572242,75.96257184,44.92410329,19.10354649,16.55743495,14.40038612,9.807809298,16.23470693,22.48270328,24.63779633,0,1,0,1,0,1,0
68.84362635,64.23057759,84.42643045,80.67074117,77.93726177,29.22125706,13.44349385,13.12115892,19.66657393,16.12742945,20.79356302,10.66647014,14.58941214,0,1,1,1,0,1,0
81.81646838,67.41275994,89.04002799,80.522959,89.66095926,50,0,18.56351016,17.8286361,25,17.09771155,10.78277092,24.17129157,0,1,1,0,0,1,1
84.26075305,70.82748734,81.86504872,80.44998791,80.98212888,35.29610781,6.020700444,17.14955834,25,23.85057055,10.33788115,14.97178652,18.94573611,1,0,0,0,1,1,1
82.018187,63.56486612,78.77014557,84.77673164,90.16986762,46.62736632,29.68036884,18.2672167,6.256990712,15.83121203,21.53531788,18.2389297,15.1434648,1,0,0,1,0,0,1
93.16058373,68.84981895,80.81028376,77.78096529,74.28521578,49.1199433,25.35090979,8.703549609,20.46167643,17.09838181,8.836654505,21.188753,24.03817116,1,0,0,1,0,0,1
89.99119129,77.66027022,67.7350512,76.71296447,80.36819669,39.23792417,15.25060689,18.98517595,17.44576718,13.61835037,21.06783691,23.04925175,18.2939944,1,0,0,1,1,0,1
82.35494901,65.00379884,70.73211537,76.04006454,87.95019315,43.63138622,30,5.53267458,17.09410789,20.08306901,25,16.0657288,25,1,1,0,0,0,0,0
76.49697178,64.41580193,74.47858381,76.66532885,76.1129508,33.28379387,22.39707374,4.541912314,13.57328166,13.07267543,0.504762052,16.67502508,14.47308761,1,0,0,0,1,0,0
84.06807114,71.25276928,80.78261711,83.81794857,85.56518329,24.63403927,13.73305552,10.22885646,7.773507385,16.13142938,25,23.42781924,17.61441142,0,0,0,1,1,0,0
87.78974346,87.8949385,84.96197086,69.69944537,72.20761069,39.82910109,28.81839637,23.42089461,4.728383287,24.71223924,25,17.16946255,18.25696173,1,0,1,0,0,1,1
83.48227736,80.54488954,89.81120253,83.2903164,71.2898538,41.42455641,6.684381919,18.61100392,11.6371785,15.56859165,13.10199882,11.38494522,18.57188294,1,0,0,1,1,1,1
95.52810649,100,87.96960247,82.36406103,85.04553578,34.09756604,24.587,18.05566826,15.95457843,20.17342132,24.86060696,11.04268693,25,1,0,1,1,0,1,1
96.3912214,85.23438614,84.17745214,87.31569766,70.29590478,41.26225585,20.34727552,13.29871395,16.67778722,25,25,20.02702324,20.00289639,1,1,1,1,1,1,1
88.35080355,83.85166183,85.46447608,81.1863982,76.01310793,21.48053764,14.59195481,8.391885275,18.85752465,9.568357835,17.130304,21.47645546,20.87221253,1,1,1,0,0,0,0
90.85301699,80.55308956,79.4025689,74.26185766,76.91528466,39.15729622,14.36898337,7.336104467,16.59048399,12.27983703,20.33115266,13.23115871,16.95422496,0,1,0,1,1,1,1
95.78831179,58.04997973,79.00870075,77.28820934,73.65066542,27.79015597,12.48585462,14.51728795,12.78646605,18.28427719,18.95610923,14.21421301,12.37157395,0,1,1,0,0,1,0
84.70016427,95.29336973,82.81866229,77.83701378,78.0192965,26.63653601,13.60984522,7.653162029,16.94330645,12.14825675,7.740471507,22.87700147,17.30719374,0,0,1,1,1,0,0
84.0733711,76.4920453,93.10139534,77.51747031,89.04056117,50,7.385344785,11.16434018,15.96160994,21.81140537,20.28166693,18.94815079,12.95464101,1,1,1,0,0,1,1
67.91876453,74.25171671,88.40217443,75.02082798,78.95554352,38.3127843,3.197405135,13.77783522,19.56251316,14.35286764,25,14.08385214,19.72940244,1,1,1,1,1,0,1
81.49813765,76.72160358,80.60698163,70.04649297,74.83336829,22.73655907,30,14.61824814,19.83989026,16.29303799,16.83902022,24.29346056,10.90824355,0,1,0,0,1,1,1
81.51591704,69.77383063,74.36155771,77.73824251,70.25725118,38.03811662,4.774290255,7.488259573,25,17.54698301,22.80100098,18.32668704,20.67953853,1,0,0,1,0,1,1
67.14441913,66.58214715,89.11452851,72.10059462,80.65892239,47.11209736,17.2139127,19.63936914,11.14491712,24.74598883,18.25460841,17.84738213,20.59024479,0,0,1,1,0,1,0
74.21086623,68.26731692,89.07398955,71.6318922,75.49356579,40.97274109,23.79699235,11.60469996,19.41684708,10.7937227,13.87812551,13.52761953,22.1873254,0,1,1,0,0,0,1
100,85.32153019,85.3735712,77.62691206,73.53158732,20.40640451,0.250775057,12.4110919,19.1974317,25,10.9836017,22.59387166,18.69156767,0,0,0,0,0,0,0
89.40569832,84.47675541,88.91233008,75.82835066,82.05075097,30.77803132,4.736899985,16.90185621,14.09437672,21.10652206,20.41608545,14.04505582,11.38995754,1,1,0,0,1,0,0
76.27209249,74.02312686,88.84037206,76.19508603,79.98887237,50,4.226605272,25,11.67890413,21.80932201,7.904212738,7.606810496,14.99608046,1,0,1,0,1,1,1
80.70930174,59.88778329,75.08550939,85.72861911,77.80441684,33.59172604,13.93730324,17.74608752,16.3495531,24.26201907,19.35884124,25,23.27300017,1,1,1,0,1,1,1
86.92063455,45.46905655,65.39160845,76.23347962,77.53423278,40.57459987,28.37074518,14.51305408,12.78688004,10.87920056,16.14964723,25,19.16760355,1,0,1,0,1,0,1
83.26677985,85.3046513,79.85076414,91.55500459,82.36450031,49.55047085,19.44206051,16.39160552,23.93095131,15.87373579,25,23.83732196,18.59135573,0,0,1,0,1,1,1
79.08633226,69.72465214,84.23615492,82.628275,82.51299291,37.97131744,18.37530132,18.32348783,17.49694586,25,20.99419896,19.13387003,18.85037125,1,0,1,0,1,1,1
86.97342791,60.28168095,79.29947837,72.11178479,69.00184376,33.96172016,25.18252499,14.17475929,18.64664361,25,12.79156991,16.31069522,19.39240473,0,1,1,1,1,0,1
89.7467103,91.87353632,87.37516552,86.87885247,81.48311435,44.51013971,4.747251656,11.18490763,14.81996069,19.58028826,11.42059635,19.30871713,9.392943609,0,1,1,0,0,0,1
76.87265515,81.65403186,84.70686816,82.80196185,80.04489797,50,0.425308567,15.84650145,16.95162226,14.4262194,15.82097737,12.71368731,18.26819172,0,0,1,0,0,1,0
72.28541377,82.25616562,88.88460235,91.55852149,84.08078909,45.13113192,2.00318468,10.47203204,8.467703677,18.08179972,12.24874548,17.52247217,19.83372202,1,0,0,1,1,0,1
93.25856988,59.27962481,81.58857519,80.63884865,83.10965403,35.66928835,15.10899826,12.72689492,17.95095045,24.56405868,12.99955951,15.70813965,18.95710597,1,1,0,0,1,0,0
85.09399161,76.34459729,88.1793105,89.64211141,78.7419922,50,8.773202226,13.34375595,18.59887402,25,25,25,21.03296025,0,1,0,1,1,1,1
92.35081669,72.26600971,86.19695047,77.02872119,74.67573867,35.58955569,27.4363295,19.11235219,16.28004902,18.65095109,9.212895693,23.36013214,17.54857775,1,1,0,0,1,0,0
77.02816795,58.41486222,95.77961467,88.81904762,78.09252228,32.31215944,11.05930582,22.05350064,14.93715774,9.971615029,20.26085448,19.53115165,19.48756323,0,1,1,1,1,0,0
97.00328078,92.8041722,91.29088511,77.53630433,76.34183354,50,22.77814815,21.20444402,10.76186032,25,19.61686057,16.57512602,23.03118526,0,0,1,0,0,1,0
85.78762059,73.57360828,84.40177661,71.01828419,78.59681397,43.65498384,16.84563731,8.410176244,18.78698536,5.477542059,22.59464976,9.926292955,6.84442054,1,0,0,0,0,0,0
88.38739415,75.2360573,87.608188,73.86189009,82.03448156,33.31185084,17.89518181,11.58504408,16.15767545,17.70489973,16.09829413,16.32117092,20.1677936,1,1,0,1,1,1,1
100,72.70051913,80.12925892,73.82817318,82.99571865,45.68079659,6.786873907,16.65745667,11.19380814,13.57874643,25,19.33682684,25,1,1,0,1,1,1,1
88.2979977,71.7654394,100,81.33699962,78.28448547,39.13670394,10.95915713,14.88217465,14.32937766,15.95301799,7.894651879,18.42201158,25,1,1,0,1,0,1,1
94.15694812,84.27228267,93.81019984,72.99032552,82.39995241,34.30496059,6.148152077,17.77138057,19.43031922,25,9.026404952,13.04484389,10.61130992,1,0,1,0,1,1,1
84.14906637,72.11332072,81.37755698,76.86686617,85.79973286,26.15979088,15.17351998,17.30346085,9.384552013,25,19.95880881,16.13319155,15.02150285,0,1,1,0,1,0,0
86.62322801,65.45314427,88.10481981,84.39684261,77.06815856,22.46224286,24.36301473,17.30546514,16.80751268,22.08251078,25,25,16.91871941,1,0,1,0,1,1,1
74.25920568,86.05342106,83.35201089,82.18161341,79.81735108,31.63410455,21.65302373,6.033533116,16.92577084,20.78861358,20.33402182,18.6383353,16.33641534,1,1,1,1,0,1,1
80.92871402,79.64961719,87.11622676,84.07944832,79.03612744,32.02605403,7.920166334,17.30517847,18.27199677,18.87805138,16.35035413,19.44410468,25,0,1,1,1,0,1,0
65.30412302,69.1697118,87.33998468,72.60534807,80.35546411,28.34617904,29.01155387,13.1945534,12.78158841,21.2687256,25,12.91645,19.97149798,1,0,1,1,1,0,1
77.64259676,81.35223617,88.17725137,82.81882691,89.59830536,43.65820765,22.35502098,14.26195361,20.38337978,10.38669387,25,17.96989037,19.91967284,1,0,1,1,1,1,1
72.83618739,61.91562653,81.10312751,79.33563075,76.49862254,28.82977715,14.1234189,19.24438391,18.36804121,21.93686674,13.86154891,10.76981018,16.05036976,1,1,0,1,0,1,0
79.8754291,57.88558582,85.05460137,76.95977407,81.37003368,26.66495623,30,24.4556265,18.85698734,23.8783793,20.80266031,15.4090072,20.72491503,0,1,0,0,1,0,0
81.03208041,100,80.57659092,82.00247994,76.24703799,28.54004032,24.10656074,14.2873463,20.27482695,21.22076769,22.73622945,25,22.55651948,0,0,0,0,1,0,0
85.4170316,73.90527107,90.92880615,65.87389442,91.48455627,32.03492053,16.13634042,15.50338922,18.10469769,22.43686668,16.22916593,9.344365172,17.0008839,0,0,0,0,1,0,0
91.45167473,58.5312618,77.8327117,81.55047356,77.93128431,32.41648333,30,19.71126058,18.23636822,19.87737174,21.61916529,20.11213528,19.91215693,1,1,1,1,0,1,1
71.95893864,99.49609739,82.88018077,74.57136699,79.22899135,33.64843557,16.14071133,21.9546368,10.30881886,18.69842093,16.46854356,17.54039408,24.89035535,1,0,1,1,0,0,1
79.74063013,72.78187748,95.99929776,80.19901813,74.52155976,25.00829088,18.63678253,15.80593496,8.908279614,25,25,21.33484853,11.8954377,0,0,0,0,1,1,1
80.25618131,57.31917342,77.77101841,77.6004476,85.75099795,36.06985132,25.74280939,24.38429959,8.191689226,25,19.60936949,5.022154949,16.60745875,0,0,0,1,0,1,0
89.4071356,68.32459442,90.15653479,71.81607282,82.61535008,32.93412224,8.372814816,8.922312185,10.18712584,24.74505619,25,14.98885836,14.61070333,0,0,0,1,1,0,0
74.56120681,66.23507037,76.12982161,74.9074694,82.02069258,18.97653727,18.88599725,25,22.38522985,24.8653952,25,21.21704556,11.47845321,0,1,0,0,0,0,0
82.54250954,75.44343842,87.21445604,78.87223896,82.94381731,37.07924248,11.46715088,16.9388217,25,12.06252665,18.85812488,20.37705364,20.7844427,1,0,1,1,1,0,1
88.93216115,82.96108838,87.63226804,74.14433462,70.28514739,20.73994485,4.928811507,8.635269738,15.6032476,14.50581755,24.84888788,19.72225824,22.66929782,0,0,1,1,0,1,0
92.35155255,76.33563701,96.53425907,73.57974697,70.60735243,12.7630108,5.762279811,23.03220299,16.52115187,21.41546846,5.353454397,19.17410392,15.87121237,1,0,1,0,1,0,0
88.16021571,64.40868457,93.06303616,75.60615038,81.3214574,34.54412799,20.03041124,11.99624679,12.07941474,16.57770873,19.19852721,10.13794561,19.15006305,0,1,1,0,0,0,1
82.77207076,74.65800958,90.79469287,66.86450229,74.43579626,24.4362221,8.507028399,15.57843379,17.87454262,21.4409849,10.17112262,10.15683608,18.59288496,0,1,0,0,1,0,0
86.72956706,59.68096515,89.70408463,63.00972193,74.88387098,50,19.43240228,23.84652637,19.75551826,19.81327054,25,19.5072952,25,0,0,0,0,0,1,0
71.378178,72.87062624,91.11400465,80.40559786,77.1478667,36.81363378,24.09041245,15.50290268,16.89747665,19.05958296,9.866911146,18.12452931,14.97047672,1,0,0,0,0,0,0
84.19857558,77.15933135,87.66082885,80.70165328,80.19979039,15.24699894,28.6583213,8.722287539,25,17.36885692,15.47353666,19.41442402,22.27170832,0,0,1,1,0,0,0
71.38011262,72.53203972,82.33306682,76.79970023,76.41811655,46.62722998,25.56522525,17.872606,23.97073357,15.50630437,25,15.71203282,18.85305219,0,0,0,1,0,0,0
73.61085851,56.20568895,83.68349377,80.37295151,87.57939326,23.85939673,5.219483173,15.88267052,23.72954491,10.71411164,13.70861875,17.47465916,25,0,1,1,0,1,0,0
89.61542428,84.03691057,62.17018645,78.97538909,74.73952398,50,7.985098292,16.51301826,22.40965701,15.4537059,9.743159558,21.65181856,19.15044472,0,1,1,0,0,0,1
84.6373061,60.8360972,83.59850531,74.25784197,72.95272671,36.67256172,23.0641981,16.74219646,19.54341796,16.53467687,23.79638015,20.90437416,15.11210058,0,0,0,1,1,1,1
90.31830682,56.17590774,91.2046858,86.38508431,81.35093133,35.55201397,0.245531681,9.565354842,17.69077459,19.79861336,16.39432678,25,21.32773964,0,1,0,1,0,1,1
96.14542868,72.81229534,91.36323524,80.45233849,86.25513473,47.0247151,22.5829518,17.60275063,15.5206537,16.85813402,25,14.25929191,10.69413812,1,0,0,0,1,0,0
79.6602151,58.94127874,91.16439403,75.51626289,80.90010371,24.12233367,0,19.37409245,18.80499003,18.79703776,18.05007307,21.82002407,13.63902607,0,0,0,0,1,1,0
85.84867832,87.05273106,85.82099122,78.30536478,74.3078518,50,20.01070509,15.15370889,9.444501449,21.56281166,23.05837176,23.25713916,10.24571053,0,0,1,0,1,0,0
89.50766018,72.1334296,96.41602092,82.65293168,77.60768577,20.462574,8.162456454,13.39761656,21.52583205,25,14.86784777,21.24212926,21.70896393,0,0,1,0,1,1,0
84.34354004,65.49319305,83.83558949,88.90948108,84.74357584,4.660696126,18.71563333,16.93158984,10.76625467,18.79286487,18.78504707,18.40856518,19.85464991,1,0,1,0,0,0,1
87.50095614,82.83861444,79.77241582,84.58199047,69.75602519,49.21477428,18.82165148,21.45056096,23.49764301,25,25,18.94691984,17.26583916,1,1,1,1,0,1,1
76.30579637,59.97201693,79.66370329,75.15130659,80.34180966,41.34489444,23.67068853,12.983878,5.670827722,19.3856107,11.17851016,8.07661873,8.598671802,1,1,1,0,0,1,1
80.68668301,71.99089428,89.25269129,83.31674855,80.99143735,6.152496628,11.96347712,10.20958587,23.64533904,12.50918365,16.87992372,10.1666638,13.19928165,1,1,1,1,0,1,0
